NbElts,L_tot,rho,r,S,I,L,E,Mat
28,0.9263957003725194,8900,0.019005267975160584,0.0011347439287484433,1.0246743656916377e-07,0.03308556072758998,124000000000.0,Cuivre
36,0.7198352604313822,7850,0.034412504326700406,0.0037203382786276727,1.101425171370225e-06,0.01999542390087173,210000000000.0,Acier de construction
40,0.6241594284128885,2400,0.04782758109640564,0.007186322551767931,4.109637810541522e-06,0.015603985710322213,30000000000.0,Beton
21,0.6485161464541029,2500,0.06034891401367214,0.011441653497770172,1.0417600974894714e-05,0.030881721259719188,69000000000.0,Verre
16,0.12513827096351485,7850,0.011191299987423147,0.00039346938579275334,1.23200375277187e-08,0.007821141935219678,210000000000.0,Acier de construction
31,0.3625815349347432,2700,0.02411537904541286,0.0018269979405168475,2.65623351171791e-07,0.011696178546282038,69000000000.0,Aluminium
15,0.40211771456680745,8900,0.03706877910859308,0.004316844824003584,1.4829380579650243e-06,0.026807847637787163,124000000000.0,Cuivre
28,0.5379582151601469,2400,0.0075377336714130706,0.00017849721723172695,2.535438237279388e-09,0.019212793398576674,30000000000.0,Beton
14,0.7284717171906044,2700,0.07193677130914818,0.016257424890022805,2.1032633221299534e-05,0.05203369408504317,69000000000.0,Aluminium
41,0.5077437906229937,7850,0.030421851791275295,0.0029075096520123373,6.72717098354973e-07,0.012383994893243749,210000000000.0,Acier de construction
45,0.1857575464712593,2700,0.006741580475674298,0.0001427819533187571,1.6223209404809814e-09,0.004127945477139096,69000000000.0,Aluminium
14,0.8711349709593063,2500,0.06292739866500012,0.01244025923988253,1.2315413471781862e-05,0.0622239264970933,69000000000.0,Verre
39,0.7736325668170211,4510,0.01003691889633546,0.00031648323003530325,7.970609650739357e-09,0.01983673248248772,114000000000.0,Titane
23,0.9311169611978606,7850,0.07546112350046537,0.017889426018846858,2.546730262102134e-05,0.04048334613903742,210000000000.0,Acier de construction
29,0.26920593960571226,8900,0.008607330698582303,0.0002327484786695576,4.310859195979238e-09,0.009282963434679733,124000000000.0,Cuivre
10,0.46250793988156835,2400,0.02465629004819856,0.0019098767123741731,2.9026909745134815e-07,0.04625079398815683,30000000000.0,Beton
26,0.9746713225542475,7800,0.04443494142874958,0.00620296165930693,3.061881153088521e-06,0.03748735855977875,203000000000.0,Acier inoxydable
37,0.732097240220548,2500,0.046988442839865606,0.006936365649794735,3.828724291536891e-06,0.01978641189785265,69000000000.0,Verre
25,0.7299961362067858,2400,0.06124866238573324,0.011785366420807594,1.1052901902637557e-05,0.029199845448271432,30000000000.0,Beton
40,0.33714407889011777,2400,0.009043062267592428,0.00025690994444431506,5.2523295372939214e-09,0.008428601972252944,30000000000.0,Beton
26,0.18596503020236074,2500,0.007042929286567886,0.00015583195837956212,1.9324274285418196e-09,0.007152501161629259,69000000000.0,Verre
32,0.2942537849694962,2500,0.006850207364998253,0.00014742030637522147,1.7294370346622505e-09,0.009195430780296757,69000000000.0,Verre
32,0.2363329571760348,2500,0.012031215782852852,0.0004547460179417408,1.645613894258168e-08,0.007385404911751088,69000000000.0,Verre
19,0.38045267372758473,8900,0.019609930246316833,0.0012080974577188429,1.161432773341103e-07,0.020023824933030777,124000000000.0,Cuivre
15,0.9557650221252826,8900,0.08668923244940409,0.023609141119568227,4.435580976473625e-05,0.0637176681416855,124000000000.0,Cuivre
27,0.7433654780114484,2400,0.07325270891934038,0.016857658517471646,2.261437764432641e-05,0.027532054741164755,30000000000.0,Beton
39,0.18302418427525202,7800,0.011028477187271334,0.00038210346065072314,1.1618553926336211e-08,0.004692927801929539,203000000000.0,Acier inoxydable
41,0.3570867933724733,2500,0.005329063474226609,8.921783062665784e-05,6.33422453149009e-10,0.00870943398469447,69000000000.0,Verre
23,0.44792746886355395,8900,0.02594911447602241,0.002115411965875678,3.561066216093136e-07,0.01947510734189365,124000000000.0,Cuivre
16,0.964048101652883,4510,0.09638381562954591,0.029184892830964062,6.778074558628583e-05,0.06025300635330519,114000000000.0,Titane
44,0.22570073593410261,4510,0.006398181579322397,0.00012860652244506084,1.3161825417207293e-09,0.0051295621803205136,114000000000.0,Titane
20,0.21289058567309788,2500,0.008959080084410992,0.0002521602986359806,5.059918902561308e-09,0.010644529283654895,69000000000.0,Verre
45,0.7999585862578873,8900,0.0287763386004141,0.0026014827034544384,5.385574295126531e-07,0.017776857472397496,124000000000.0,Cuivre
16,0.15333142585837373,7800,0.0042286692167884075,5.617683936680843e-05,2.51133551451851e-10,0.009583214116148358,203000000000.0,Acier inoxydable
43,0.43717495859346744,2500,0.016596236533269648,0.0008653047832425764,5.95838202517207e-08,0.010166859502173662,69000000000.0,Verre
10,0.9850825362671877,2500,0.021135119410976247,0.0014033283033449556,1.5671432805894995e-07,0.09850825362671876,69000000000.0,Verre
33,0.4274299482433096,7850,0.028548146924114243,0.0025603876228030135,5.216768612181482e-07,0.012952422674039685,210000000000.0,Acier de construction
35,0.5222878596405953,4510,0.009857157146109952,0.0003052482854616859,7.4147515330185486e-09,0.014922510275445581,114000000000.0,Titane
40,0.2043369266938781,7850,0.01177673884741214,0.0004357124421830441,1.5107411527094593e-08,0.005108423167346952,210000000000.0,Acier de construction
17,0.7022253029920276,4510,0.05697340257421782,0.010197511110319966,8.275200217815805e-06,0.04130737076423691,114000000000.0,Titane
33,0.12833059316888895,2500,0.003135330659275099,3.088279305693464e-05,7.589676735362521e-11,0.0038888058536026954,69000000000.0,Verre
35,0.44581881975141324,7800,0.04033093744752043,0.005110065964010376,2.0779885424276047e-06,0.012737680564326092,203000000000.0,Acier inoxydable
20,0.8110811100032748,7850,0.012211531458342337,0.0004684790106455646,1.746507326185836e-08,0.040554055500163735,210000000000.0,Acier de construction
50,0.7081207003277785,2500,0.0666661177414589,0.013962404083647914,1.5513526839030716e-05,0.01416241400655557,69000000000.0,Verre
33,0.16824236496272107,7800,0.006968012442582404,0.00015253436826008227,1.8515078231033765e-09,0.005098253483718821,203000000000.0,Acier inoxydable
11,0.9633088874934272,2400,0.031007065716781735,0.003020446948385672,7.259932121998421e-07,0.0875735352266752,30000000000.0,Beton
22,0.501887178285223,4510,0.04944586676311627,0.00768086021225296,4.6947217626032985e-06,0.022813053558419227,114000000000.0,Titane
34,0.5724750314468986,4510,0.019546914252733843,0.0012003455544045438,1.1465756455824753e-07,0.016837500924908783,114000000000.0,Titane
46,0.680758585415604,7800,0.03482202365829184,0.003809411470677672,1.1547976896645627e-06,0.014799099682947913,203000000000.0,Acier inoxydable
50,0.19994361077806588,2700,0.0029173460067948905,2.6737805179094987e-05,5.689074815112762e-11,0.003998872215561318,69000000000.0,Aluminium
22,0.3751455289250486,2400,0.022203057407489433,0.0015487290204854944,1.9087146579563733e-07,0.017052069496593117,30000000000.0,Beton
47,0.7402251607221189,2400,0.01944666064990185,0.0011880642947234314,1.1232334392428425e-07,0.015749471504725932,30000000000.0,Beton
49,0.33276185548973725,2400,0.019413985803656202,0.001184075208292282,1.1157032861105924e-07,0.0067910582753007605,30000000000.0,Beton
29,0.7860178138649474,8900,0.021239015675824303,0.0014171592101209505,1.5981863725519707e-07,0.02710406254706715,124000000000.0,Cuivre
22,0.37808330757706066,2400,0.029899493186530672,0.002808520035394736,6.276899696242079e-07,0.017185604889866393,30000000000.0,Beton
48,0.9802552342827983,4510,0.011626246247979592,0.00042464782806215834,1.4349869458080134e-08,0.020421984047558298,114000000000.0,Titane
27,0.8837210104607819,2400,0.0236090047170417,0.001751076947096345,2.4400605144881935e-07,0.03273040779484377,30000000000.0,Beton
28,0.22692416927271072,2700,0.02262007919751475,0.001607452376161527,2.0562047873033436e-07,0.008104434616882527,69000000000.0,Aluminium
30,0.6709730618252989,2400,0.05492519295754031,0.009477483899702576,7.147863438508183e-06,0.022365768727509963,30000000000.0,Beton
38,0.48005632891965044,7850,0.023344487273774174,0.0017120583108774198,2.332530011883561e-07,0.012633061287359222,210000000000.0,Acier de construction
11,0.3686600331110912,7850,0.03149289663736503,0.003115839569114405,7.725743986386578e-07,0.033514548464644654,210000000000.0,Acier de construction
19,0.2515654666190884,2500,0.011551248556323775,0.00041918692758706667,1.3983168701000906e-08,0.013240287716794127,69000000000.0,Verre
23,0.34221030341094605,2700,0.005413190531495624,9.205693257467556e-05,6.743775983635927e-10,0.014878708843954177,69000000000.0,Aluminium
50,0.8190361962810188,2500,0.06775146439081713,0.01442073000663814,1.6548728372432973e-05,0.016380723925620375,69000000000.0,Verre
16,0.9467988927463938,8900,0.021310941628307826,0.0014267738854423003,1.6199456331918226e-07,0.059174930796649615,124000000000.0,Cuivre
49,0.18165107711086975,2500,0.015156501176103617,0.0007216851812406207,4.144629478197731e-08,0.003707164838997342,69000000000.0,Verre
16,0.63076236680957,2400,0.03973143001126208,0.004959275848028007,1.957161513980074e-06,0.039422647925598124,30000000000.0,Beton
21,0.5303199169506846,2400,0.05213819964190296,0.008540079902919957,5.803820927016053e-06,0.025253329378604028,30000000000.0,Beton
34,0.36348466939762825,2500,0.028600926057319787,0.0025698635412911962,5.255454278350927e-07,0.010690725570518478,69000000000.0,Verre
39,0.7244709246539518,2500,0.04938160724051271,0.00766090919415633,4.670364378243502e-06,0.018576177555229532,69000000000.0,Verre
11,0.9547300395777178,8900,0.09063433489080557,0.025806872540413753,5.299817192691671e-05,0.08679363996161071,124000000000.0,Cuivre
32,0.7182020521498393,7800,0.04811377985377266,0.007272585339937153,4.208892061979502e-06,0.02244381412968248,203000000000.0,Acier inoxydable
13,0.23827561569099479,2700,0.013244841465574269,0.0005511164844779765,2.417001605191417e-08,0.018328893514691906,69000000000.0,Aluminium
48,0.8036374122844809,7800,0.021537030742515617,0.0014572079389838415,1.689791780461364e-07,0.01674244608926002,203000000000.0,Acier inoxydable
35,0.5844675907823559,7800,0.01739720954126517,0.0009508435425971395,7.194626597003191e-08,0.016699074022353027,203000000000.0,Acier inoxydable
10,0.18130746555954202,7850,0.007401242207037264,0.0001720913756841377,2.3567219600397933e-09,0.018130746555954202,210000000000.0,Acier de construction
26,0.9089124783931185,2700,0.05446150286894237,0.009318137524108289,6.9095277851331095e-06,0.03495817224588917,69000000000.0,Aluminium
44,0.1694604482493816,2700,0.011570374417774643,0.0004205762056984806,1.4076008915224166e-08,0.0038513738238495823,69000000000.0,Aluminium
46,0.5202086296188897,2400,0.03399972875828029,0.0036316231628733433,1.0495223483260885e-06,0.011308883252584558,30000000000.0,Beton
39,0.21670466398148996,4510,0.00818078040332397,0.00021025161615234033,3.5177811837061874e-09,0.00555652984567923,114000000000.0,Titane
22,0.47427051013017996,2500,0.038686188363342006,0.004701774073142787,1.7591936537043678e-06,0.021557750460462724,69000000000.0,Verre
14,0.8118359451658889,8900,0.058439575555524335,0.010729116937128134,9.160477100606354e-06,0.05798828179756349,124000000000.0,Cuivre
35,0.66939813508874,2700,0.048191333091396296,0.007296049183294803,4.236094519146996e-06,0.01912566100253543,69000000000.0,Aluminium
30,0.3706126134636897,7800,0.006205308671362904,0.00012096971340895942,1.1645105823573568e-09,0.01235375378212299,203000000000.0,Acier inoxydable
27,0.5139851623126348,7800,0.02903901834458373,0.0026491938297203035,5.584928347894366e-07,0.01903648749306055,203000000000.0,Acier inoxydable
41,0.20663302713030196,2500,0.013705170088543299,0.0005900906484803578,2.7709430519746462e-08,0.0050398299300073645,69000000000.0,Verre
38,0.4438303818452216,2500,0.031826195819122015,0.003182140374151784,8.0580285840338e-07,0.011679746890663726,69000000000.0,Verre
45,0.6056865057069,2400,0.02757860792541597,0.0023894313312803027,4.5433819056554323e-07,0.013459700126819999,30000000000.0,Beton
14,0.7007397471468843,8900,0.04234134101726936,0.005632213251791834,2.524342714945243e-06,0.050052839081920306,124000000000.0,Cuivre
25,0.8132576146375454,2400,0.0511781684573257,0.008228474955798546,5.388015535753533e-06,0.03253030458550182,30000000000.0,Beton
42,0.44703108299762073,8900,0.015296397692955143,0.0007350691654168244,4.299783083981095e-08,0.010643597214229064,124000000000.0,Cuivre
48,0.941115341251428,7850,0.041410941301056006,0.00538741061422563,2.309671902649919e-06,0.01960656960940475,210000000000.0,Acier de construction
46,0.9484212317963492,4510,0.04215845009552879,0.005583662310227357,2.481009493626446e-06,0.020617852865138026,114000000000.0,Titane
50,0.19447559515878818,7850,0.008969324209230507,0.0002527372860918234,5.083101377582408e-09,0.0038895119031757634,210000000000.0,Acier de construction
10,0.6678571912423902,2500,0.03646639701255938,0.004177683976518971,1.3888690651635208e-06,0.06678571912423902,69000000000.0,Verre
46,0.4325200494198973,4510,0.0418757502702389,0.005509029209614007,2.4151287403302497e-06,0.009402609769997768,114000000000.0,Titane
30,0.12964873517488876,2400,0.00768651057265444,0.0001856129744880577,2.741617079074288e-09,0.004321624505829625,30000000000.0,Beton
39,0.8553703406001565,8900,0.07762556438260534,0.018930383589276206,2.8517336774044563e-05,0.02193257283590145,124000000000.0,Cuivre
18,0.4592651474333772,7800,0.042339668684050626,0.00563176835557068,2.5239439281351083e-06,0.0255147304129654,203000000000.0,Acier inoxydable
19,0.12725066716744496,7800,0.010236800495745133,0.00032921404247300486,8.624756430275348e-09,0.006697403535128682,203000000000.0,Acier inoxydable
13,0.4876721322553932,2500,0.04788878036270179,0.007204725282402732,4.13071267654477e-06,0.037513240942722556,69000000000.0,Verre
35,0.7758555064723949,8900,0.029438217306352106,0.0027225313312312037,5.898422923374474e-07,0.02216730018492557,124000000000.0,Cuivre
24,0.38296239372555085,7850,0.03544778698960146,0.003947554433589394,1.2400705409997137e-06,0.015956766405231287,210000000000.0,Acier de construction
13,0.8639951372916016,2400,0.07092641429593834,0.015803958542382392,1.987567558479798e-05,0.06646116440704627,30000000000.0,Beton
14,0.6835847264019556,2400,0.044174637289889095,0.006130499442189903,2.990761976074925e-06,0.04882748045728254,30000000000.0,Beton
12,0.8048471280758921,7850,0.024477590914014056,0.0018822929571464064,2.8194511249528686e-07,0.06707059400632434,210000000000.0,Acier de construction
34,0.6108094840299754,7850,0.009174823495964823,0.00026445105802810204,5.565199709474661e-09,0.01796498482441104,210000000000.0,Acier de construction
33,0.5471421808227379,2400,0.032031793680728636,0.003223386551721295,8.2682750498741e-07,0.016580066085537512,30000000000.0,Beton
21,0.821136399747381,4510,0.07419585044560069,0.017294543657897475,2.380172044210989e-05,0.03910173332130386,114000000000.0,Titane
28,0.39482302900922395,2500,0.014365886562456916,0.0006483577974898902,3.345180931442538e-08,0.01410082246461514,69000000000.0,Verre
24,0.6291251685117819,2400,0.012347188540969625,0.0004789454286010643,1.8254174623478187e-08,0.026213548687990914,30000000000.0,Beton
13,0.18162187196526264,2400,0.003152657086405727,3.122506442896144e-05,7.758840468055969e-11,0.013970913228097126,30000000000.0,Beton
30,0.18411588748499508,2500,0.0034257774387263717,3.686957763200083e-05,1.0817488967011956e-10,0.006137196249499836,69000000000.0,Verre
46,0.5163356329178488,2400,0.04650425328859904,0.00679415144737752,3.673335389070571e-06,0.011224687672127148,30000000000.0,Beton
14,0.17150309431334942,2500,0.009979014420747785,0.00031284208606701834,7.788260733208897e-09,0.012250221022382102,69000000000.0,Verre
14,0.9725717231429694,4510,0.06715761720644013,0.014169040122877634,1.597610831040687e-05,0.06946940879592638,114000000000.0,Titane
45,0.9547820586023029,2700,0.025070153485609443,0.0019745305536288467,3.1025433093297783e-07,0.021217379080051176,69000000000.0,Aluminium
44,0.9508744769519019,7850,0.09028733687439604,0.02560964504622348,5.219119660883918e-05,0.02161078356708868,210000000000.0,Acier de construction
20,0.7112524915411597,2400,0.038776317969958604,0.0047237076213183056,1.7756450431442675e-06,0.035562624577057986,30000000000.0,Beton
24,0.48786876417289227,8900,0.026397987202679263,0.0021892305536198708,3.813933683784778e-07,0.020327865173870512,124000000000.0,Cuivre
10,0.9502821918741188,2500,0.08790894496605454,0.024278173379078474,4.690532538894509e-05,0.09502821918741187,69000000000.0,Verre
24,0.8361930475356802,8900,0.07884035450952774,0.01952751632602148,3.034479131367567e-05,0.034841376980653344,124000000000.0,Cuivre
46,0.6380279513190992,2500,0.009669747034322319,0.0002937515036959816,6.866735716440645e-09,0.013870172854763026,69000000000.0,Verre
48,0.748494883459647,8900,0.050369101903901495,0.00797036641564043,5.055297408384486e-06,0.015593643405409313,124000000000.0,Cuivre
15,0.295803959809955,2500,0.011995407620294501,0.0004520431511006795,1.6261100100257733e-08,0.019720263987330334,69000000000.0,Verre
47,0.17411567457468274,2500,0.012510416029884286,0.0004916922660404497,1.9238751736936668e-08,0.0037045888207379307,69000000000.0,Verre
45,0.7993230662541353,7850,0.052562730635323414,0.008679719894864702,5.9951707430325515e-06,0.01776273480564745,210000000000.0,Acier de construction
26,0.4042823308667589,2400,0.02161923875749066,0.0014683536539091863,1.7157399850079207e-07,0.015549320417952265,30000000000.0,Beton
35,0.15662605540711957,2500,0.011203105886093925,0.0003942999791799231,1.237210634259303e-08,0.00447503015448913,69000000000.0,Verre
10,0.8771776800008556,4510,0.03883039810527156,0.00473689282821483,1.7855715348991665e-06,0.08771776800008556,114000000000.0,Titane
48,0.41286522593902797,2500,0.025890882185500817,0.0021059282461507764,3.5292081652183917e-07,0.00860135887372975,69000000000.0,Verre
41,0.48043127070879477,2500,0.009549851294913184,0.0002865121810960554,6.5324533579025775e-09,0.011717835870946214,69000000000.0,Verre
11,0.7631879629399602,2400,0.04619622545787818,0.006704445382267824,3.5769745508261515e-06,0.06938072390363274,30000000000.0,Beton
34,0.3779566522584027,8900,0.015404371008829253,0.0007454831171679234,4.422478812994521e-08,0.011116372125247138,124000000000.0,Cuivre
35,0.41708054125596183,7800,0.017014546600556797,0.0009094747244368208,6.58220499596185e-08,0.011916586893027482,203000000000.0,Acier inoxydable
41,0.350643270363711,7800,0.00981698555800222,0.0003027653542321293,7.294616921337818e-09,0.008552274886919781,203000000000.0,Acier inoxydable
45,0.28103659549144056,7800,0.022946306274751742,0.0016541521156232433,2.177414072520084e-07,0.006245257677587568,203000000000.0,Acier inoxydable
36,0.7462954062989725,2700,0.052238100006959144,0.008572838013461691,5.848431011661804e-06,0.020730427952749236,69000000000.0,Aluminium
45,0.4071559045958738,8900,0.015573717578106758,0.0007619640159796656,4.62018174909182e-08,0.009047908991019418,124000000000.0,Cuivre
47,0.7483945716418139,4510,0.06829168010034078,0.014651613956578312,1.7082879227460023e-05,0.015923288758336467,114000000000.0,Titane
23,0.34175724508243344,2400,0.0045799013866533,6.589646637414729e-05,3.455527784320855e-10,0.014859010655757976,30000000000.0,Beton
25,0.5766429161700943,2700,0.031820349212318064,0.0031809713362444475,8.052109039698883e-07,0.023065716646803774,69000000000.0,Aluminium
44,0.5237425908503854,2500,0.04848308967093786,0.007384659057315518,4.3396133272146895e-06,0.011903240701145124,69000000000.0,Verre
16,0.16912282162535136,7800,0.00811494790462125,0.00020688135164200952,3.4059073196773916e-09,0.01057017635158446,203000000000.0,Acier inoxydable
47,0.7660290051067239,4510,0.024737554601973723,0.0019224869670943746,2.941148444583101e-07,0.016298489470355827,114000000000.0,Titane
38,0.9382063821229828,2700,0.026353644390341248,0.002181881879256352,3.788371902375251e-07,0.024689641634815337,69000000000.0,Aluminium
41,0.3723433878910708,7800,0.01370036764734133,0.000589677172527214,2.7670612181560416e-08,0.009081546046123677,203000000000.0,Acier inoxydable
30,0.6674985939739412,7800,0.05820885121617277,0.010644565271058426,9.016666250504443e-06,0.022249953132464705,203000000000.0,Acier inoxydable
16,0.5071741571735804,4510,0.009467737635879252,0.00028160625802896945,6.310659377693562e-09,0.031698384823348774,114000000000.0,Titane
44,0.9023039147590486,8900,0.08628914355230483,0.0233917217723206,4.354261578505585e-05,0.02050690715361474,124000000000.0,Cuivre
44,0.5551758057395145,7850,0.024017099910344782,0.001812136892821574,2.6131969357745144e-07,0.01261763194862533,210000000000.0,Acier de construction
32,0.32609055183463875,7850,0.024357529309138877,0.0018638730991314449,2.7645396083545447e-07,0.010190329744832461,210000000000.0,Acier de construction
39,0.8450129384023379,2400,0.049813784919228374,0.007795589379044255,4.836019534329693e-06,0.021666998420572767,30000000000.0,Beton
14,0.15133416270199296,7800,0.012796858934418828,0.0005144659518770364,2.106218444156896e-08,0.010809583050142355,203000000000.0,Acier inoxydable
49,0.7047250388112385,7800,0.008080644184761471,0.00020513597998340932,3.3486812998869712e-09,0.014382143649208949,203000000000.0,Acier inoxydable
26,0.970668673454823,2700,0.07597995265898791,0.01813626738168216,2.6174955731770123e-05,0.03733341051749319,69000000000.0,Aluminium
29,0.8975107438035025,2500,0.07604563545839921,0.01816763764896922,2.626558358601105e-05,0.03094864633805181,69000000000.0,Verre
40,0.3852389676658977,7800,0.03013338765788272,0.0028526322654520114,6.475625374759689e-07,0.009630974191647443,203000000000.0,Acier inoxydable
50,0.1237159149843143,2400,0.008270145057750769,0.00021487016974630922,3.6740273913337987e-09,0.0024743182996862863,30000000000.0,Beton
21,0.9917377122920807,7800,0.036122839362031506,0.004099337093230315,1.3372647616115945e-06,0.04722560534724194,203000000000.0,Acier inoxydable
39,0.12286041479252752,2400,0.009998275276875928,0.000314050907154259,7.848564658097392e-09,0.003150267045962244,30000000000.0,Beton
15,0.2051378811980134,2400,0.007608369790333304,0.0001818582877222751,2.631820899463766e-09,0.013675858746534228,30000000000.0,Beton
15,0.6171105269089605,4510,0.03863477749174573,0.0046892858080281406,1.7498609633753422e-06,0.0411407017939307,114000000000.0,Titane
18,0.4237086102148213,2500,0.0358961746081567,0.00404805319416086,1.304014911356456e-06,0.02353936723415674,69000000000.0,Verre
47,0.9389506573038656,4510,0.048851405206914236,0.007497284546519539,4.472992027407836e-06,0.019977673559656715,114000000000.0,Titane
43,0.272948009401176,2400,0.009070906975132343,0.00025849449521651277,5.317319225082175e-09,0.006347628125608743,30000000000.0,Beton
11,0.13984551969880624,4510,0.00798813723283617,0.0002004660842163718,3.197952070196427e-09,0.01271322906352784,114000000000.0,Titane
18,0.9937315938653803,2400,0.08291284314193523,0.02159700297184558,3.711736281539653e-05,0.05520731077029891,30000000000.0,Beton
30,0.5094324208200949,7850,0.04281332495551458,0.005758478995805152,2.638795350125851e-06,0.016981080694003163,210000000000.0,Acier de construction
29,0.21500320487401925,8900,0.013911595807487319,0.0006080002736677614,2.941695292335798e-08,0.0074139036163454915,124000000000.0,Cuivre
43,0.7918406610641402,7800,0.05593556767175301,0.009829376549601455,7.688508187356372e-06,0.018414899094514887,203000000000.0,Acier inoxydable
50,0.505004490196164,7800,0.031170035482091928,0.0030522806677574853,7.413769305928731e-07,0.01010008980392328,203000000000.0,Acier inoxydable
34,0.4115081229578361,7800,0.015580938437942397,0.0007626707593580021,4.628756424826913e-08,0.01210318008699518,203000000000.0,Acier inoxydable
39,0.9423256817560709,2700,0.08697104115144198,0.02376288744798337,4.493539441056199e-05,0.024162196968104382,69000000000.0,Aluminium
48,0.8877789022863226,4510,0.04905740202684071,0.007560647023804653,4.548917517461046e-06,0.01849539379763172,114000000000.0,Titane
10,0.8776413670675454,4510,0.04038408797604989,0.005123543541829165,2.0889642069782305e-06,0.08776413670675454,114000000000.0,Titane
49,0.1843273651839309,4510,0.01580541761538022,0.0007848051123750883,4.901328182269944e-08,0.0037617829629373652,114000000000.0,Titane
12,0.28095014162844467,2400,0.014869494365169378,0.0006946119874773248,3.839500106704467e-08,0.02341251180237039,30000000000.0,Beton
11,0.1976223678140155,4510,0.008181608345214758,0.00021029417564441481,3.5192054784243835e-09,0.017965669801274134,114000000000.0,Titane
47,0.9693553222689918,4510,0.06995643188522929,0.015374647708199074,1.8810506183951614e-05,0.020624581324872167,114000000000.0,Titane
31,0.7443453183082912,4510,0.060221064418180495,0.011393226403168252,1.0329602067085752e-05,0.024011139300267458,114000000000.0,Titane
42,0.7488955366845289,7800,0.06988577547459345,0.015343606421527461,1.8734626348655122e-05,0.017830846111536403,203000000000.0,Acier inoxydable
26,0.503707243562677,7800,0.00850582644715645,0.00022729134937195158,4.1110802064273715e-09,0.019373355521641426,203000000000.0,Acier inoxydable
15,0.5380260774849777,7850,0.020458030172240863,0.0013148539102761628,1.3757677999668629e-07,0.035868405165665175,210000000000.0,Acier de construction
17,0.5718923689829337,8900,0.049059439093923116,0.007561274935773311,4.549673124316749e-06,0.0336407275872314,124000000000.0,Cuivre
33,0.9872817826521701,8900,0.055072554419537206,0.009528407322358988,7.224882098976219e-06,0.02991762977733849,124000000000.0,Cuivre
26,0.9489771187631332,2400,0.08386575661819297,0.022096282391558794,3.8853357943271955e-05,0.0364991199524282,30000000000.0,Beton
20,0.3514953918281647,4510,0.020482102311628825,0.0013179500019104148,1.3822544797070202e-07,0.017574769591408235,114000000000.0,Titane
24,0.9726651830855875,2400,0.039890763302816164,0.004999131556858121,1.988745763571381e-06,0.040527715961899476,30000000000.0,Beton
37,0.9320329050059976,7800,0.08404484862949342,0.02219075463171762,3.918630177614006e-05,0.02519007851367561,203000000000.0,Acier inoxydable
15,0.826867437989843,2400,0.0447088732807086,0.006279677247838646,3.138085573567442e-06,0.05512449586598953,30000000000.0,Beton
12,0.7111845769212766,8900,0.013266445521179072,0.00055291583581162,2.4328100043614104e-08,0.05926538141010638,124000000000.0,Cuivre
11,0.5338667166244057,4510,0.0375877604281748,0.004438566929052578,1.5677459298524666e-06,0.048533337874945966,114000000000.0,Titane
39,0.4019213771893415,2700,0.00911010073075556,0.00026073313750799644,5.409817287824001e-09,0.010305676338188244,69000000000.0,Aluminium
37,0.37451711758049533,2400,0.036620108426797596,0.0042129773513101204,1.412434720202398e-06,0.010122084258932306,30000000000.0,Beton
32,0.9428715863946229,2700,0.08291861566931308,0.021600010313677066,3.712770058029584e-05,0.029464737074831965,69000000000.0,Aluminium
20,0.4017679272249395,4510,0.0175618014959436,0.0009689201786363882,7.47078326255974e-08,0.020088396361246975,114000000000.0,Titane
35,0.423405737141456,8900,0.027283466777356095,0.002338562488006696,4.351992057327172e-07,0.012097306775470171,124000000000.0,Cuivre
19,0.7043120164966895,8900,0.05387491410699468,0.009118492689102847,6.616620778812051e-06,0.03706905349982576,124000000000.0,Cuivre
35,0.3103487654690304,2700,0.024284860760911246,0.0018527682857965814,2.731695909820702e-07,0.00886710758482944,69000000000.0,Aluminium
11,0.17128094568735977,4510,0.013431027708901122,0.0005667197694673923,2.5557999756762104e-08,0.015570995062487252,114000000000.0,Titane
19,0.24961051931985004,4510,0.009542819703737606,0.0002860904164486488,6.513235117404275e-09,0.013137395753676317,114000000000.0,Titane
22,0.4951314250628146,7850,0.01655738174148711,0.0008612578560473601,5.90277907095709e-08,0.02250597386649157,210000000000.0,Acier de construction
38,0.29405296705150047,7850,0.02295158981772295,0.001654913962857082,2.1794202228365477e-07,0.007738235975039486,210000000000.0,Acier de construction
30,0.5967439951074452,2400,0.015715799564236906,0.0007759305213682874,4.791106298447852e-08,0.01989146650358151,30000000000.0,Beton
47,0.560130718492788,2500,0.019576470167249414,0.0012039782640867343,1.1535261093898809e-07,0.01191767486154868,69000000000.0,Verre
48,0.8721131328971613,2500,0.04875714370247762,0.007468379604934528,4.438568273616556e-06,0.018169023602024194,69000000000.0,Verre
33,0.17548953746547008,8900,0.011153661798955557,0.00039082723134037405,1.2155134481124136e-08,0.005317864771680911,124000000000.0,Cuivre
16,0.31202363226444674,2400,0.016546879273917108,0.0008601655983361356,5.8878166120257555e-08,0.01950147701652792,30000000000.0,Beton
43,0.7204017397598154,7800,0.06104151402125349,0.011705782935863553,1.0904131220272942e-05,0.016753528831623614,203000000000.0,Acier inoxydable
19,0.1982072661475674,2400,0.005536949816006914,9.631436092838574e-05,7.381969230195599e-10,0.010431961376187758,30000000000.0,Beton
27,0.5517599678280037,2500,0.017870384656888068,0.0010032696490009387,8.009870307790508e-08,0.020435554364000137,69000000000.0,Verre
39,0.878912091306491,8900,0.0818263604886312,0.021034700967312855,3.520974021557899e-05,0.022536207469397204,124000000000.0,Cuivre
